,app_name,at,content,score,sentiment,word_count
208,FollowMyHealth,2022-08-22 10:09:40,"The app is really nice. Easy to communicate with my provider. Easy to check my results , updates and pay online. Good work here!!",5.0,data control,24.0
209,FollowMyHealth,2022-10-08 14:33:50,Responsive. Multiple options to open. Easy to use New version as of 10/4/2022 works well too.,5.0,reliability,16.0
210,MyChart,2020-08-05 10:07:50,"Can't ""connect to server."" Completely frustrating and unreliable.",1.0,reliability,8.0
211,Practo,2021-04-16 04:43:56,"Worst app, even after payment of 449 its asking for again payment. First and last time I was using this app. Customer service giving no response. Patatic experience.",1.0,reliability,28.0
212,HealtheLife,2020-11-01 17:58:44,The UI is just a buggy WebView mobile site wrapper app. Apparently the only thing this app offers is push notifications.,2.0,reliability,21.0
213,MDLive,2023-11-28 14:03:53,Messaging can be an issue. There are some glitches and hangups on occasion. Excellent for finding multiple options for providers. Customer service it's always kind and helpful.,4.0,reliability,27.0
214,United Healthcare,2023-10-10 07:55:52,Terrible app. Crashes every time I try to log in. Using Samsung Galaxy Note 9,1.0,reliability,15.0
215,healow,2022-02-28 09:09:53,Stopped using. Extra security is a pain. Add the pin for the app and it is also needed on my phone! Don't need nor want,1.0,reliability,25.0
216,MyChart,2014-06-30 15:18:31,"It doesn't matter how many times I uninstall/reinstall this app, whether I'm on WiFi or not... It keeps saying ""Server Error."" Fix it and you'll get 5 again.",2.0,reliability,28.0
217,AdventHealth,2024-02-26 15:04:23,Updated it and now it has problems loading anything. It was working fine before and now it's not. Edit: can't even access billing. Negative stars honestly,1.0,reliability,26.0
218,healow,2021-03-23 01:22:30,I downloaded this app to be able to put both the kids in easy access one spot but I can only have one child on this not two. Not easier at all. Deleted app,1.0,reliability,34.0
219,MyChart,2024-02-27 16:52:57,"Broken. Fill in the information, gives a phone number, doesn't work. Great JOB, FAIL APP. Must be a BBB",1.0,reliability,19.0
220,Practo,2020-06-06 09:37:36,"Helpfull app, timely updates all the health status",5.0,data quality,8.0
221,MyUPMC,2023-05-12 18:26:31,Helps me with appointment. And finding out about test,5.0,data control,9.0
222,Doctor Anywhere ,2023-10-05 01:26:33,Helpful for the online call but hard to open prescriptions and referrals. The App is Not responding.,3.0,reliability,17.0
223,Ada,2018-06-03 07:30:49,Really intelligent assistant. Helped me couple of times already,5.0,support,9.0
224,MyChart,2019-11-09 07:15:09,Eliminates filling out same forms again and again. All my medical team can see all my data.,5.0,data control,17.0
225,United Healthcare,2022-04-11 13:06:19,Update will not load. Cannot run without update Worked fine untill update A LSO cannot initially load on new phone Worthless,1.0,reliability,21.0
226,FollowMyHealth,2020-02-06 12:21:03,Thanks for making this app. Helpful to keep my health info in one place.,4.0,data control,14.0
227,Mayo Clinic,2016-02-25 14:06:30,Recent version gives blank page when trying to refill a prescription,3.0,reliability,11.0
228,Oscar Health,2016-09-06 19:44:22,"Stopped syncing after today's update, wasn't syncing well before the update.",1.0,reliability,11.0
229,MyQuest,2024-02-19 17:40:01,"Broken app, can't allow notifications so you can't use the app...",1.0,reliability,11.0
230,APPatient,2022-05-17 12:31:24,"Complete garbage. No ""provider URL"" , Telephonic appointments are useless. This is a scam / phishing app 100%",1.0,ethicality,18.0
231,MyChart,2023-10-07 04:05:09,Helps me keep my appointments straight what medication I take,4.0,data control,10.0
232,Doctor Anywhere ,2024-04-03 09:39:26,New update does not show the full Notes of Medical Professional.,1.0,reliability,11.0
233,healow,2021-12-16 10:01:55,"Can't use the app without password protecting your phone, one presumes because the app developers interpret HIPAA to require that PHI be protected on the platform's end. I get it, but it's an inconvenience.",1.0,reliability,34.0
234,MyChart,2022-12-18 21:50:39,Helps tremendously! I have access to everything I need right through this App. 🙂 Records and appointment management at my fingertips.,5.0,data control,21.0
235,MyChart,2024-03-13 11:19:13,Helps me find what I need and clarify my appointments,5.0,data control,10.0
236,MyChart,2022-07-09 07:22:31,Easy to use. Updates only make it better. I love having my health information at my fingertips.,5.0,data control,17.0
237,United Healthcare,2023-03-15 11:32:31,completely stupid having to switch between plans to see your insurance cards. it doesn't matter which one I choose (medical or dental) all it will show is the medical! Completely stupid!,1.0,reliability,31.0
238,healow,2022-03-13 22:12:50,Broken. Can't log in with pin or fingerprint. Just loops back to sign on page over and over.,1.0,reliability,18.0
239,healow,2016-05-12 09:38:26,Things that would make it great.  Make it to where my healthcare team could see the tracker.  Fix the new appointment feature.  I have to go to the website to make a new appointment.,3.0,data control,34.0
240,Practo,2021-10-17 09:30:21,*Update* someone from their team got back to me.. You can't message doc after followup. They want you to pay again..,5.0,ethicality,21.0
241,Teladoc Health,2019-03-23 09:07:49,"I was called back twice at 1:30 AM, which was four or five hours later, after being on hold for over an hour. Customer service dropped my call. Just doesn't seem to work well.",1.0,support,34.0
242,Teladoc Health,2021-02-19 16:40:00,Misleading user interface; paid full fee for a 1 minute visit that they don't actually offer services for,1.0,ethicality,18.0
243,healow,2018-02-21 18:43:53,Asks for review. Pin required (app security is up to my phone). Tutorial has no skip nor instructions on how to move on.  Password recovery is nutty.,1.0,reliability,27.0
244,Labcorp,2020-04-14 10:31:54,Helps me stay on top of my results.,5.0,data control,8.0
245,Doctor on Demand,2024-01-25 12:38:25,Very Nice efficient and Professional I Love it!,5.0,ethicality,8.0
246,MyChart,2012-08-30 23:38:49,App is useless if you can't login.  Keep receiving server error even after update.  Very disappointing.  *Update* Had to uninstall and reinstall and am now able to login.  Updating review to 4 stars.,4.0,reliability,33.0
247,FollowMyHealth,2017-06-28 12:36:33,Accurate and easy to use.  Great way to communicate with the Doctor without an office visit.,5.0,data quality,16.0
248,MyChart,2022-06-21 11:22:43,Helps a lot to set appointments and reviceblab work sooner than later!,5.0,data control,12.0
249,MDLive,2020-09-22 18:57:38,Thankful for this being available during pandemic. Customer service has been really helpful - even when I had to reschedule.,5.0,support,20.0
250,MyChart,2018-12-17 18:42:18,Stopped at Pre-Load. Cannot find installed appl. Or my medical records.,1.0,data control,11.0
251,Teladoc Health,2024-01-29 09:16:29,"Bugs at every step of the way. It was much better a year ago. Let's invest in some testing, folks.",1.0,reliability,20.0
252,healow,2020-04-10 20:05:47,Helpfully but buggy and very small typeface on the messages,3.0,reliability,10.0
253,healow,2020-06-01 23:24:06,"Miserable piece of software. Unreliable login, silly layout.",1.0,reliability,8.0
254,healow,2023-08-03 05:22:48,"Very Innovative A secure portal to communicate with medical offices. Keep track of appointments, and see certain medical records.",5.0,data control,19.0
255,healow,2021-09-23 23:19:23,"Used to be okay, but now I can't move past the Updated Terms agreement screen, even after taking on ""Agree"" multiple times.",1.0,reliability,22.0
256,MyChart,2020-11-10 10:28:37,"""There was a problem communicating with the server. Please try again later."" Every time I try to log in, I get this message. Fixed. Back to 5.",5.0,reliability,27.0
257,Teladoc Health,2020-09-26 09:01:40,"""Authentication token not valid"" this is a major bug. You allow users to use biometrics to access the app, but then the app logs out once the biometrics is accepted. THAT is unacceptable.",2.0,reliability,33.0
258,FollowMyHealth,2024-04-10 05:47:42,Pretty good app. Helps with keeping medical information in order. Easy to use.,4.0,data control,13.0
259,healow,2019-09-24 20:09:23,"Crashes half the time, won't let me login, something needs to be fixed!",1.0,reliability,13.0
260,healow,2022-11-14 14:11:18,Support team is lousy. Profile empty. Unable to use for basic things like refilling a medication.,1.0,support,16.0
261,FollowMyHealth,2016-04-07 22:46:38,Have quick access to latest test results as weLl as office visit information.  Easy to communicate with office personnel.,4.0,data quality,19.0
262,MyChart,2020-03-10 15:30:58,Recent update fixed problems I was having. Thanks!,5.0,reliability,8.0
263,Doctor on Demand,2021-04-06 08:07:39,Appointments and medical advice are great. Customer service is not. Something as simple as getting a form to a doctor you see can take weeks.,2.0,support,25.0
264,K Health ,2022-01-21 18:40:58,Hideous! Don't pay for anything here. Took money and it's no different than typing your symptoms into Google. Update. They did refund my money. Thank you.,2.0,ethicality,26.0
265,MyChart,2022-07-21 06:41:43,I like how all your information can be seen by the Patient,5.0,data control,12.0
266,FollowMyHealth,2016-03-23 00:55:28,"Helpful on looking for lab results, and sending messages to your doctor. I wish the lab results were more understandable.",4.0,data control,20.0
267,MyChart,2019-05-09 14:50:46,Its Usefull and Informatative. Helps me keep my Appiontment.,4.0,data control,9.0
268,MyChart,2023-10-15 16:11:07,"Very useful app. Controlling appts, messages to provider , to review test results, messages about meds. Very helpful tool. ‼️‼️",5.0,data control,20.0
269,MyChart,2023-04-04 14:39:25,App doesn't work. Keeps requesting a security code that it never sent. Fix your bugs.,1.0,reliability,15.0
270,Mayo Clinic,2017-03-27 17:26:22,Easy to login​. Helps me keep track of my appts.,4.0,data control,10.0
271,Teladoc Health,2022-08-15 19:14:57,"Full of bugs, thinks I'm in another state and assigns insurance info that isn't mine",1.0,reliability,15.0
272,MyChart,2024-04-03 09:25:03,Helps a lot to keep track of my health and my kids,5.0,data control,12.0
273,FollowMyHealth,2021-02-09 11:08:30,"It keeps messing up telling me that my username is wrong, when I get that correct then my password is wrong. Support sucks",1.0,reliability,23.0
274,Practo,2022-09-04 13:35:27,"These guys automatically allots two consultation Instead of one without asking, and then charge for the same. On speaking with customer care, they do not reverse. And charge extra. Unethical organization",1.0,ethicality,31.0
275,healow,2022-07-16 08:51:27,"Completely pointless. Does nothing, provides useless information at best and irrelevant at worst.",1.0,data quality,13.0
276,My Health at Vanderbilt,2022-12-31 19:50:31,Awesome App! Lets you look at EVERYTHING! Update Dec 31st 2022 Loving this APP SO SO MUCH #Vanderbilt #CDOZIER,5.0,data control,19.0
277,FollowMyHealth,2019-08-30 10:01:25,Great app so far. Helps me quickly look up test results and track important information.,4.0,data control,15.0
278,United Healthcare,2022-12-28 05:09:26,Helps me keep track of my medical files,5.0,data control,8.0
279,Teladoc Health,2020-11-28 14:45:26,"Honestly the service as a whole is great, but the app is horrible!! It constantly crashes and always logs me out!!",3.0,reliability,21.0
